WTK,COMUNE
"POLYGON ((12.455466 41.907417,12.4557 41.906306,12.457639 41.905821,12.457701 41.903251,12.458139 41.902955,12.458336 41.902374,12.458282 41.901782,12.458009 41.901393,12.457384 41.901149,12.456688 41.90127,12.456207 41.901609,12.456318 41.900535,12.454547 41.900276,12.452855 41.900387,12.451565 41.900381,12.450843 41.900702,12.448757 41.900918,12.447878 41.900846,12.44659 41.901739,12.445909 41.901935,12.446735 41.902284,12.447749 41.903188,12.448248 41.903621,12.448643 41.903635,12.448997 41.904714,12.44896 41.905072,12.449326 41.90515,12.45036 41.905931,12.450469 41.906535,12.451372 41.906535,12.452034 41.906553,12.452602 41.906714,12.453071 41.906708,12.453781 41.906912,12.455466 41.907417))","Città del Vaticano"
