WKT,
"POLYGON ((12.4369619053486 43.9560825515127,12.4526799244617 43.9691809007736,12.4653159790428 43.975190731611,12.4791848194367 43.9810464642217,12.4830372751017 43.9810464642217,12.5021454551999 43.9864399021527,12.5041487321457 43.9889054737783,12.5090798753969 43.9910628489507,12.5138569204215 43.9910628489507,12.5157060991406 43.9850530181133,12.5063061073181 43.970567784813,12.5067684019979 43.9576235337787,12.5138569204215 43.9494563277689,12.5160142955938 43.9414432199858,12.5081552860373 43.9335842104292,12.5032241427861 43.9268038884589,12.4979848030818 43.9224891381141,12.4942864456434 43.9212563523013,12.4924372669242 43.9184825842225,12.4927454633774 43.9154006196906,12.4938241509636 43.9155547179172,12.4932077580572 43.9100071817596,12.487506123673 43.8964465378189,12.4771815424909 43.8970629307253,12.4628504074172 43.8938268679667,12.4559159872202 43.8936727697401,12.4508307457425 43.8955219484593,12.4474405847573 43.8993744041243,12.4465159953977 43.9030727615626,12.4435881290923 43.9049219402818,12.4261750294866 43.9038432526956,12.4183160199301 43.9002989934839,12.4175455287971 43.8990662076711,12.4084537334278 43.902918663336,12.4127684837725 43.9090825924,12.407991438748 43.9211022540747,12.4093783227874 43.9246465132865,12.4147717607183 43.9289612636313,12.4150305252528 43.9327814130292,12.4116435961415 43.9389202220434,12.4105428441803 43.939872795856,12.4074946079802 43.9410793893519,12.4056741335828 43.942582339145,12.4047638963842 43.9441064572451,12.4035361345813 43.951134335151,12.4038536591855 43.9530765273133,12.4045945499286 43.9556802290676,12.4049120745328 43.9550134273988,12.4119399524387 43.9522086267285,12.4140673672868 43.9522827158029,12.4158504483045 43.9531546852073,12.4281783064324 43.9571612390989,12.4369619053486 43.9560825515127))"
