WKT,COMUNE
"POLYGON ((12.4555154319502 41.9075462396266,12.4577533232365 41.9058858686722,12.4584752236514 41.9022763665975,12.4582225585062 41.9016086087137,12.458009 41.901393,12.4567246151452 41.9004896630706,12.4547635701245 41.900276,12.452855 41.900387,12.451565 41.900381,12.4508050317427 41.9005438056017,12.448757 41.900918,12.447878 41.900846,12.44659 41.901739,12.445909 41.901935,12.446735 41.902284,12.4488198056017 41.9050917782158,12.450469 41.906535,12.4555154319502 41.9075462396266))",Città del Vaticano
